"","fips","TractID","geography","county","state","total_population_2020","percent_food_insecure_2020","number_food_insecure_2020","unemployment_rate","percent_poor","percent_black","percent_hispanic","median_income","percent_homeowners","percent_disabled"
"137",51059,51059460501,"Census Tract 4605.01, Fairfax County, Virginia","Fairfax County, Virginia","VA",2577,0.022,60,0.027,0.031,0.003,0.069,186958,0.936,0.088
"138",51059,51059460503,"Census Tract 4605.03, Fairfax County, Virginia","Fairfax County, Virginia","VA",3231,0.063,200,0.049,0.072,0.028,0.117,146741,0.517,0.017
"139",51059,51059460504,"Census Tract 4605.04, Fairfax County, Virginia","Fairfax County, Virginia","VA",4207,0.033,140,0.064,0.02,0.197,0.063,186943,0.767,0.066
"140",51059,51059460600,"Census Tract 4606, Fairfax County, Virginia","Fairfax County, Virginia","VA",4002,0.001,10,0.008,0.013,0.007,0.062,217321,0.888,0.057
"141",51059,51059460701,"Census Tract 4607.01, Fairfax County, Virginia","Fairfax County, Virginia","VA",3273,0.023,80,0.018,0.027,0.039,0.223,130978,0.762,0.085
"142",51059,51059460702,"Census Tract 4607.02, Fairfax County, Virginia","Fairfax County, Virginia","VA",4786,0.033,160,0.059,0.038,0.027,0.069,202083,0.907,0.056
"143",51059,51059460800,"Census Tract 4608, Fairfax County, Virginia","Fairfax County, Virginia","VA",3464,0.027,90,0.037,0.039,0.061,0.043,144917,0.926,0.061
"144",51059,51059460900,"Census Tract 4609, Fairfax County, Virginia","Fairfax County, Virginia","VA",2538,0.024,60,0.019,0.058,0,0.078,185536,0.915,0.064
"145",51059,51059461000,"Census Tract 4610, Fairfax County, Virginia","Fairfax County, Virginia","VA",2471,0.002,10,0.017,0.01,0.123,0.095,173750,0.839,0.048
"146",51059,51059461100,"Census Tract 4611, Fairfax County, Virginia","Fairfax County, Virginia","VA",6817,0.029,200,0.04,0.036,0.028,0.067,172925,0.887,0.062
"147",51059,51059461201,"Census Tract 4612.01, Fairfax County, Virginia","Fairfax County, Virginia","VA",4283,0,0,0.01,0.004,0.025,0.038,249177,0.989,0.056
"148",51059,51059461202,"Census Tract 4612.02, Fairfax County, Virginia","Fairfax County, Virginia","VA",6534,0.042,270,0.026,0.038,0.11,0.049,130318,0.622,0.062
"149",51059,51059461500,"Census Tract 4615, Fairfax County, Virginia","Fairfax County, Virginia","VA",6894,0.027,190,0.043,0.023,0.049,0.06,187517,0.807,0.051
"150",51059,51059461603,"Census Tract 4616.03, Fairfax County, Virginia","Fairfax County, Virginia","VA",5408,0.04,220,0.019,0.042,0.137,0.137,111373,0.504,0.044
"151",51059,51059461604,"Census Tract 4616.04, Fairfax County, Virginia","Fairfax County, Virginia","VA",2423,0.067,160,0.03,0.146,0.112,0.038,150703,0.835,0.076
"152",51059,51059461605,"Census Tract 4616.05, Fairfax County, Virginia","Fairfax County, Virginia","VA",3392,NA,NA,0.059,0.013,0.113,0.04,127726,0.197,0.025
"153",51059,51059461606,"Census Tract 4616.06, Fairfax County, Virginia","Fairfax County, Virginia","VA",2608,0.04,100,0.003,0.051,0.06,0.213,99904,0.38,0.014
"154",51059,51059461700,"Census Tract 4617, Fairfax County, Virginia","Fairfax County, Virginia","VA",6749,0.063,420,0.015,0.095,0.043,0.105,126103,0.527,0.056
"155",51059,51059461801,"Census Tract 4618.01, Fairfax County, Virginia","Fairfax County, Virginia","VA",1811,0.052,90,0.033,0.072,0.095,0.245,102347,0.573,0.056
"156",51059,51059461802,"Census Tract 4618.02, Fairfax County, Virginia","Fairfax County, Virginia","VA",5560,0.05,280,0.031,0.046,0.026,0.158,104071,0.577,0.052
"157",51059,51059461901,"Census Tract 4619.01, Fairfax County, Virginia","Fairfax County, Virginia","VA",3562,0.077,270,0.042,0.095,0.159,0.136,77813,0.51,0.074
"158",51059,51059461902,"Census Tract 4619.02, Fairfax County, Virginia","Fairfax County, Virginia","VA",1872,0.13,240,0.067,0.176,0.13,0.591,54625,0.011,0.066
"159",51059,51059470100,"Census Tract 4701, Fairfax County, Virginia","Fairfax County, Virginia","VA",2479,0,0,0.03,0.008,0,0.031,250001,0.964,0.028
"160",51059,51059470300,"Census Tract 4703, Fairfax County, Virginia","Fairfax County, Virginia","VA",3325,0.01,30,0.019,0.022,0.036,0.027,250001,0.926,0.086
"161",51059,51059470400,"Census Tract 4704, Fairfax County, Virginia","Fairfax County, Virginia","VA",4769,0.008,40,0.028,0.013,0.026,0.04,242303,0.914,0.063
"162",51059,51059470500,"Census Tract 4705, Fairfax County, Virginia","Fairfax County, Virginia","VA",5513,0.017,90,0.006,0.012,0.025,0.037,183417,0.796,0.092
"163",51059,51059470600,"Census Tract 4706, Fairfax County, Virginia","Fairfax County, Virginia","VA",2713,0.052,140,0.044,0.06,0.031,0.082,163092,0.809,0.103
"164",51059,51059470700,"Census Tract 4707, Fairfax County, Virginia","Fairfax County, Virginia","VA",5464,0.007,40,0.007,0.034,0.047,0.038,199167,0.876,0.044
"165",51059,51059470800,"Census Tract 4708, Fairfax County, Virginia","Fairfax County, Virginia","VA",3029,0.043,130,0.061,0.018,0.034,0.069,166528,0.773,0.071
"166",51059,51059470900,"Census Tract 4709, Fairfax County, Virginia","Fairfax County, Virginia","VA",7669,0.017,130,0.014,0.012,0.007,0.024,195599,0.864,0.098
"167",51059,51059471000,"Census Tract 4710, Fairfax County, Virginia","Fairfax County, Virginia","VA",2198,0.027,60,0.029,0.017,0.017,0.045,168125,0.799,0.07
"168",51059,51059471100,"Census Tract 4711, Fairfax County, Virginia","Fairfax County, Virginia","VA",6699,0.053,360,0.037,0.064,0.021,0.156,135691,0.699,0.084
"169",51059,51059471201,"Census Tract 4712.01, Fairfax County, Virginia","Fairfax County, Virginia","VA",3455,0.069,240,0.048,0.041,0.115,0.085,115430,0.405,0.067
"170",51059,51059471203,"Census Tract 4712.03, Fairfax County, Virginia","Fairfax County, Virginia","VA",2704,0.054,140,0.031,0.039,0.036,0.155,134252,0.465,0.061
"171",51059,51059471204,"Census Tract 4712.04, Fairfax County, Virginia","Fairfax County, Virginia","VA",3178,0.092,290,0.067,0.067,0.028,0.134,103120,0.367,0.063
"172",51059,51059471301,"Census Tract 4713.01, Fairfax County, Virginia","Fairfax County, Virginia","VA",4199,0.06,250,0.018,0.038,0.06,0.237,97375,0.151,0.026
"173",51059,51059471303,"Census Tract 4713.03, Fairfax County, Virginia","Fairfax County, Virginia","VA",3914,0.063,250,0.014,0.064,0.025,0.107,97522,0.473,0.078
"174",51059,51059471304,"Census Tract 4713.04, Fairfax County, Virginia","Fairfax County, Virginia","VA",2145,0.037,80,0.074,0.023,0.016,0.06,184926,0.92,0.054
"175",51059,51059471401,"Census Tract 4714.01, Fairfax County, Virginia","Fairfax County, Virginia","VA",3718,0.03,110,0.022,0.045,0.078,0.244,116683,0.722,0.072
"176",51059,51059471402,"Census Tract 4714.02, Fairfax County, Virginia","Fairfax County, Virginia","VA",3614,0.052,190,0.023,0.1,0.178,0.204,76986,0.736,0.09
"177",51059,51059480100,"Census Tract 4801, Fairfax County, Virginia","Fairfax County, Virginia","VA",3941,0.026,100,0.061,0.023,0.006,0.068,250001,0.969,0.083
"178",51059,51059480201,"Census Tract 4802.01, Fairfax County, Virginia","Fairfax County, Virginia","VA",4525,0.004,20,0.022,0.014,0.024,0.033,250001,0.943,0.065
"179",51059,51059480203,"Census Tract 4802.03, Fairfax County, Virginia","Fairfax County, Virginia","VA",2658,0.126,330,0.161,0.042,0.158,0.018,90469,0.448,0.073
"180",51059,51059480204,"Census Tract 4802.04, Fairfax County, Virginia","Fairfax County, Virginia","VA",3512,0.107,370,0.055,0.089,0.049,0.044,87868,0.172,0.03
"181",51059,51059480205,"Census Tract 4802.05, Fairfax County, Virginia","Fairfax County, Virginia","VA",2525,0.088,220,0.059,0.042,0.106,0.078,99167,0.179,0.042
"182",51059,51059480301,"Census Tract 4803.01, Fairfax County, Virginia","Fairfax County, Virginia","VA",2963,0.029,90,0.044,0.023,0.006,0.016,210341,0.929,0.091
"183",51059,51059480302,"Census Tract 4803.02, Fairfax County, Virginia","Fairfax County, Virginia","VA",4065,0.007,30,0.023,0.023,0.032,0.044,250001,0.851,0.035
"184",51059,51059480401,"Census Tract 4804.01, Fairfax County, Virginia","Fairfax County, Virginia","VA",4822,0.012,60,0.035,0.021,0.008,0.024,247448,0.947,0.058
"185",51059,51059480402,"Census Tract 4804.02, Fairfax County, Virginia","Fairfax County, Virginia","VA",5162,0.031,160,0.044,0.044,0.019,0.036,217639,0.911,0.068
"186",51059,51059480501,"Census Tract 4805.01, Fairfax County, Virginia","Fairfax County, Virginia","VA",2969,0.004,10,0.022,0.033,0.013,0.068,236829,0.969,0.042
"187",51059,51059480502,"Census Tract 4805.02, Fairfax County, Virginia","Fairfax County, Virginia","VA",6340,0.033,210,0.038,0.027,0.057,0.095,165795,0.908,0.128
"188",51059,51059480503,"Census Tract 4805.03, Fairfax County, Virginia","Fairfax County, Virginia","VA",3312,0,0,0.011,0.004,0.054,0.167,171723,0.963,0.094
"189",51059,51059480504,"Census Tract 4805.04, Fairfax County, Virginia","Fairfax County, Virginia","VA",1825,0.03,50,0.04,0.015,0.061,0.062,147361,0.745,0.048
"190",51059,51059480505,"Census Tract 4805.05, Fairfax County, Virginia","Fairfax County, Virginia","VA",2956,0.049,150,0.024,0.041,0.066,0.089,120985,0.545,0.068
"191",51059,51059480801,"Census Tract 4808.01, Fairfax County, Virginia","Fairfax County, Virginia","VA",6087,0.024,150,0.03,0.065,0.067,0.435,137131,0.773,0.065
"192",51059,51059480802,"Census Tract 4808.02, Fairfax County, Virginia","Fairfax County, Virginia","VA",4145,0.061,250,0.015,0.115,0.118,0.092,135208,0.61,0.065
"193",51059,51059480901,"Census Tract 4809.01, Fairfax County, Virginia","Fairfax County, Virginia","VA",6185,0.032,200,0.017,0.074,0.076,0.409,108056,0.73,0.086
"194",51059,51059480902,"Census Tract 4809.02, Fairfax County, Virginia","Fairfax County, Virginia","VA",3951,0.048,190,0.05,0.027,0.096,0.354,100610,0.503,0.076
"195",51059,51059480903,"Census Tract 4809.03, Fairfax County, Virginia","Fairfax County, Virginia","VA",4209,0.028,120,0.014,0.014,0.123,0.357,99321,0.479,0.086
"196",51059,51059481000,"Census Tract 4810, Fairfax County, Virginia","Fairfax County, Virginia","VA",7030,0.042,300,0.036,0.076,0.108,0.485,89752,0.512,0.028
"197",51059,51059481101,"Census Tract 4811.01, Fairfax County, Virginia","Fairfax County, Virginia","VA",2559,NA,NA,0.043,0.043,0.244,0.052,105353,0.217,0.027
"198",51059,51059481102,"Census Tract 4811.02, Fairfax County, Virginia","Fairfax County, Virginia","VA",3839,NA,NA,0.041,0.042,0.15,0.093,128929,0.194,0.026
"199",51059,51059481103,"Census Tract 4811.03, Fairfax County, Virginia","Fairfax County, Virginia","VA",3194,0.063,200,0.059,0.021,0.153,0.225,100714,0.395,0.084
"200",51059,51059481104,"Census Tract 4811.04, Fairfax County, Virginia","Fairfax County, Virginia","VA",3159,NA,NA,0.018,0.059,0.07,0.062,104710,0.262,0.048
"201",51059,51059481105,"Census Tract 4811.05, Fairfax County, Virginia","Fairfax County, Virginia","VA",5103,0.005,20,0.029,0.008,0.073,0.048,214375,0.932,0.061
"202",51059,51059481106,"Census Tract 4811.06, Fairfax County, Virginia","Fairfax County, Virginia","VA",6084,0.011,70,0.014,0.045,0.044,0.066,190536,0.959,0.06
"203",51059,51059481201,"Census Tract 4812.01, Fairfax County, Virginia","Fairfax County, Virginia","VA",1347,0.059,80,0.06,0.133,0.095,0.178,169375,0.877,0.039
"204",51059,51059481202,"Census Tract 4812.02, Fairfax County, Virginia","Fairfax County, Virginia","VA",5982,0.068,410,0.069,0.112,0.365,0.295,75659,0.543,0.045
"205",51059,51059481400,"Census Tract 4814, Fairfax County, Virginia","Fairfax County, Virginia","VA",7243,0.037,270,0.025,0.044,0.106,0.078,138594,0.767,0.096
"206",51059,51059481500,"Census Tract 4815, Fairfax County, Virginia","Fairfax County, Virginia","VA",2254,0.011,20,0.033,0.012,0.028,0.04,179688,0.986,0.062
"207",51059,51059481600,"Census Tract 4816, Fairfax County, Virginia","Fairfax County, Virginia","VA",3566,0.009,30,0.033,0.034,0.004,0.109,250001,0.965,0.052
"208",51059,51059481701,"Census Tract 4817.01, Fairfax County, Virginia","Fairfax County, Virginia","VA",6033,0,0,0.014,0.011,0.029,0.061,228676,0.951,0.073
"209",51059,51059481702,"Census Tract 4817.02, Fairfax County, Virginia","Fairfax County, Virginia","VA",4897,0.044,220,0.038,0.065,0.087,0.09,113090,0.708,0.024
"210",51059,51059481900,"Census Tract 4819, Fairfax County, Virginia","Fairfax County, Virginia","VA",6194,0.087,540,0.096,0.074,0.11,0.064,140446,0.636,0.074
"211",51059,51059482001,"Census Tract 4820.01, Fairfax County, Virginia","Fairfax County, Virginia","VA",4511,0.02,90,0.052,0.024,0.043,0.079,201552,0.954,0.056
"212",51059,51059482002,"Census Tract 4820.02, Fairfax County, Virginia","Fairfax County, Virginia","VA",3267,0.042,140,0.042,0.019,0.107,0.015,125720,0.667,0.059
"213",51059,51059482100,"Census Tract 4821, Fairfax County, Virginia","Fairfax County, Virginia","VA",3579,0.04,140,0.004,0.121,0.263,0.229,90093,0.706,0.066
"214",51059,51059482201,"Census Tract 4822.01, Fairfax County, Virginia","Fairfax County, Virginia","VA",2484,0.109,270,0.071,0.095,0.111,0.222,84632,0.246,0.084
"215",51059,51059482203,"Census Tract 4822.03, Fairfax County, Virginia","Fairfax County, Virginia","VA",4468,0.071,320,0.006,0.08,0.043,0.044,140509,0.437,0.11
"216",51059,51059482204,"Census Tract 4822.04, Fairfax County, Virginia","Fairfax County, Virginia","VA",2013,0.072,150,0.023,0.083,0.113,0.077,130250,0.394,0.074
"217",51059,51059482205,"Census Tract 4822.05, Fairfax County, Virginia","Fairfax County, Virginia","VA",2077,NA,NA,0.059,0.01,0.074,0.163,166741,0.263,0.201
"218",51059,51059482206,"Census Tract 4822.06, Fairfax County, Virginia","Fairfax County, Virginia","VA",961,0.124,120,0.059,0.152,0.028,0.022,106893,0.605,0.158
"219",51059,51059482301,"Census Tract 4823.01, Fairfax County, Virginia","Fairfax County, Virginia","VA",4927,0.073,360,0.118,0.049,0.025,0.105,140779,0.807,0.037
"220",51059,51059482302,"Census Tract 4823.02, Fairfax County, Virginia","Fairfax County, Virginia","VA",4669,0.07,330,0.038,0.113,0.26,0.284,82468,0.382,0.04
"221",51059,51059482303,"Census Tract 4823.03, Fairfax County, Virginia","Fairfax County, Virginia","VA",3352,0.024,80,0.009,0.037,0.068,0.063,123750,0.785,0.065
"222",51059,51059482400,"Census Tract 4824, Fairfax County, Virginia","Fairfax County, Virginia","VA",2201,0.035,80,0.039,0.02,0.025,0.034,236713,0.647,0.057
"223",51059,51059482502,"Census Tract 4825.02, Fairfax County, Virginia","Fairfax County, Virginia","VA",2652,0.01,30,0.018,0.013,0.015,0.026,172791,0.902,0.05
"224",51059,51059482503,"Census Tract 4825.03, Fairfax County, Virginia","Fairfax County, Virginia","VA",4880,0.011,50,0.014,0.041,0.055,0.062,203611,0.883,0.048
"225",51059,51059482504,"Census Tract 4825.04, Fairfax County, Virginia","Fairfax County, Virginia","VA",5176,0,0,0.022,0.015,0.031,0.085,224423,0.971,0.049
"226",51059,51059482505,"Census Tract 4825.05, Fairfax County, Virginia","Fairfax County, Virginia","VA",2597,0.055,140,0.059,0.037,0.085,0.058,175391,0.597,0.058
"227",51059,51059482506,"Census Tract 4825.06, Fairfax County, Virginia","Fairfax County, Virginia","VA",3713,NA,NA,0.023,0.096,0.225,0.048,112542,0.224,0.073
"228",51059,51059482507,"Census Tract 4825.07, Fairfax County, Virginia","Fairfax County, Virginia","VA",4312,0.082,350,0.067,0.024,0.039,0.095,98105,0.252,0.033
"229",51059,51059482601,"Census Tract 4826.01, Fairfax County, Virginia","Fairfax County, Virginia","VA",7111,0.014,100,0.024,0.017,0.029,0.088,161917,0.844,0.042
"230",51059,51059482603,"Census Tract 4826.03, Fairfax County, Virginia","Fairfax County, Virginia","VA",3086,0.019,60,0.03,0.011,0.062,0.033,139485,0.842,0.051
"231",51059,51059482604,"Census Tract 4826.04, Fairfax County, Virginia","Fairfax County, Virginia","VA",4228,0.012,50,0.027,0.041,0.012,0.035,197154,0.981,0.031
"232",51059,51059490101,"Census Tract 4901.01, Fairfax County, Virginia","Fairfax County, Virginia","VA",5983,0.07,420,0.072,0.034,0.112,0.199,124803,0.623,0.143
"233",51059,51059490104,"Census Tract 4901.04, Fairfax County, Virginia","Fairfax County, Virginia","VA",3691,0.027,100,0.034,0.056,0.011,0.514,87159,0.75,0.056
"234",51059,51059490105,"Census Tract 4901.05, Fairfax County, Virginia","Fairfax County, Virginia","VA",2500,0.054,140,0.067,0.042,0.054,0.138,109320,0.782,0.073
"235",51059,51059490501,"Census Tract 4905.01, Fairfax County, Virginia","Fairfax County, Virginia","VA",3404,0.085,290,0.07,0.066,0.153,0.104,99491,0.491,0.091
"236",51059,51059490502,"Census Tract 4905.02, Fairfax County, Virginia","Fairfax County, Virginia","VA",6833,0.039,270,0.046,0.012,0.015,0.069,180809,0.841,0.129
"237",51059,51059491000,"Census Tract 4910, Fairfax County, Virginia","Fairfax County, Virginia","VA",1916,0.025,50,0.043,0.02,0.07,0.006,228438,0.942,0.111
"238",51059,51059491101,"Census Tract 4911.01, Fairfax County, Virginia","Fairfax County, Virginia","VA",4352,0,0,0.018,0.035,0.085,0.118,194583,0.984,0.045
"239",51059,51059491102,"Census Tract 4911.02, Fairfax County, Virginia","Fairfax County, Virginia","VA",3224,0.022,70,0.023,0.043,0.008,0.271,131964,0.879,0.086
"240",51059,51059491103,"Census Tract 4911.03, Fairfax County, Virginia","Fairfax County, Virginia","VA",6165,0.015,90,0.018,0.042,0.099,0.254,120845,0.791,0.047
"241",51059,51059491201,"Census Tract 4912.01, Fairfax County, Virginia","Fairfax County, Virginia","VA",6498,0.103,670,0.111,0.134,0.101,0.214,106455,0.675,0.044
"242",51059,51059491202,"Census Tract 4912.02, Fairfax County, Virginia","Fairfax County, Virginia","VA",1749,0.06,110,0.069,0.055,0.122,0.138,81875,0.647,0.031
"243",51059,51059491301,"Census Tract 4913.01, Fairfax County, Virginia","Fairfax County, Virginia","VA",6804,0.056,380,0.034,0.104,0.153,0.172,102969,0.642,0.037
"244",51059,51059491302,"Census Tract 4913.02, Fairfax County, Virginia","Fairfax County, Virginia","VA",3464,0.048,170,0.017,0.079,0.107,0.205,116250,0.537,0.046
"245",51059,51059491303,"Census Tract 4913.03, Fairfax County, Virginia","Fairfax County, Virginia","VA",4344,0.057,250,0.013,0.133,0.098,0.323,98060,0.619,0.059
"246",51059,51059491401,"Census Tract 4914.01, Fairfax County, Virginia","Fairfax County, Virginia","VA",4866,0.021,100,0.008,0.039,0.075,0.226,101507,0.711,0.057
"247",51059,51059491402,"Census Tract 4914.02, Fairfax County, Virginia","Fairfax County, Virginia","VA",4095,0.032,130,0.041,0.055,0.094,0.211,108125,0.824,0.044
"248",51059,51059491403,"Census Tract 4914.03, Fairfax County, Virginia","Fairfax County, Virginia","VA",4434,0,0,0.019,0.018,0.036,0.04,227019,0.915,0.03
"249",51059,51059491404,"Census Tract 4914.04, Fairfax County, Virginia","Fairfax County, Virginia","VA",3645,0,0,0.01,0.007,0.149,0.113,141825,0.935,0.053
"250",51059,51059491405,"Census Tract 4914.05, Fairfax County, Virginia","Fairfax County, Virginia","VA",2500,0.008,20,0.043,0.007,0.05,0.036,206200,0.987,0.047
"251",51059,51059491501,"Census Tract 4915.01, Fairfax County, Virginia","Fairfax County, Virginia","VA",7569,0.037,280,0.042,0.018,0.093,0.015,125889,0.719,0.051
"252",51059,51059491502,"Census Tract 4915.02, Fairfax County, Virginia","Fairfax County, Virginia","VA",7062,0,0,0.025,0.018,0.103,0.041,208691,0.977,0.05
"253",51059,51059491601,"Census Tract 4916.01, Fairfax County, Virginia","Fairfax County, Virginia","VA",5197,0.056,290,0.035,0.052,0.044,0.196,88993,0.603,0.085
"254",51059,51059491602,"Census Tract 4916.02, Fairfax County, Virginia","Fairfax County, Virginia","VA",5484,0.035,190,0.047,0.047,0.062,0.246,130000,0.834,0.077
"255",51059,51059491701,"Census Tract 4917.01, Fairfax County, Virginia","Fairfax County, Virginia","VA",4358,0.052,230,0.037,0.051,0.119,0.08,111445,0.587,0.055
"256",51059,51059491703,"Census Tract 4917.03, Fairfax County, Virginia","Fairfax County, Virginia","VA",5560,0.077,430,0.006,0.056,0.193,0.062,94306,0.061,0.07
"257",51059,51059491704,"Census Tract 4917.04, Fairfax County, Virginia","Fairfax County, Virginia","VA",5367,0.084,450,0.085,0.044,0.045,0.046,116813,0.411,0.018
"258",51059,51059491705,"Census Tract 4917.05, Fairfax County, Virginia","Fairfax County, Virginia","VA",3219,0.016,50,0.028,0.025,0.015,0.031,193750,0.887,0.04
"259",51059,51059491706,"Census Tract 4917.06, Fairfax County, Virginia","Fairfax County, Virginia","VA",2207,0.099,220,0.006,0.112,0.11,0.09,75888,0.098,0.069
"260",51059,51059491707,"Census Tract 4917.07, Fairfax County, Virginia","Fairfax County, Virginia","VA",4595,0.05,230,0.044,0.028,0.12,0.112,135588,0.455,0.041
"261",51059,51059491801,"Census Tract 4918.01, Fairfax County, Virginia","Fairfax County, Virginia","VA",2474,0.097,240,0.017,0.118,0.042,0.111,82383,0.436,0.136
"262",51059,51059491802,"Census Tract 4918.02, Fairfax County, Virginia","Fairfax County, Virginia","VA",2856,0.015,40,0.014,0.008,0.031,0.116,118333,0.875,0.092
"263",51059,51059491803,"Census Tract 4918.03, Fairfax County, Virginia","Fairfax County, Virginia","VA",6642,0.064,430,0.026,0.104,0.046,0.13,110527,0.612,0.051
"264",51059,51059492000,"Census Tract 4920, Fairfax County, Virginia","Fairfax County, Virginia","VA",6675,0.017,110,0.06,0.005,0.063,0.036,230656,0.991,0.073
"265",51059,51059492100,"Census Tract 4921, Fairfax County, Virginia","Fairfax County, Virginia","VA",6206,0.016,100,0.046,0.015,0.026,0.053,189611,0.976,0.055
"266",51059,51059492201,"Census Tract 4922.01, Fairfax County, Virginia","Fairfax County, Virginia","VA",3050,0.004,10,0.014,0.037,0.049,0.079,215714,0.988,0.068
"267",51059,51059492202,"Census Tract 4922.02, Fairfax County, Virginia","Fairfax County, Virginia","VA",6741,0.005,30,0.032,0.004,0.056,0.035,210833,0.938,0.053
"268",51059,51059492203,"Census Tract 4922.03, Fairfax County, Virginia","Fairfax County, Virginia","VA",3697,0,0,0.017,0.009,0.062,0.143,211771,0.943,0.068
"269",51059,51059492300,"Census Tract 4923, Fairfax County, Virginia","Fairfax County, Virginia","VA",3201,0.005,20,0.028,0.011,0.075,0.163,112305,0.931,0.038
"270",51059,51059492400,"Census Tract 4924, Fairfax County, Virginia","Fairfax County, Virginia","VA",4883,0.059,290,0.062,0.113,0.175,0.257,111971,0.82,0.069
"271",51059,51059492500,"Census Tract 4925, Fairfax County, Virginia","Fairfax County, Virginia","VA",3746,0.013,50,0.026,0.017,0.006,0.049,191953,0.937,0.065
"272",51059,51059980100,"Census Tract 9801, Fairfax County, Virginia","Fairfax County, Virginia","VA",5,NA,NA,0.059,0.133,0,0,70296,0.647,0.134
"273",51059,51059980200,"Census Tract 9802, Fairfax County, Virginia","Fairfax County, Virginia","VA",0,NA,NA,0.059,0.133,0,0,70296,0.647,0.134
"274",51059,51059980300,"Census Tract 9803, Fairfax County, Virginia","Fairfax County, Virginia","VA",0,NA,NA,0.059,0.133,0,0,70296,0.647,0.134
